WarNum,WarName,WarType,Ccode,Player,Side,Intnl,,StartMonth,StartDay,StartYear,EndMonth,EndDay,EndYear,Intiator,WhereFought,Outcome,Death
922,Fourth Liberian,4,450,Liberia,1,0,,2,-9,2002,8,11,2003,,4,2,-9
922,Fourth Liberian,4,-8,LURD & MODEL,2,0,,2,-9,2002,8,11,2003,,4,1,-9
923,Ethiopian Anyuaa-Nuer,7,-8,Anyuaa,1,0,,8,-9,2002,1,-9,2003,,4,7,-9
923,Ethiopian Anyuaa-Nuer,7,-8,Nuer,2,0,,8,-9,2002,1,-9,2003,,4,7,-9
925,Cote d'Ivoire Military,4,220,France,1,1,,12,11,2002,11,16,2004,,4,2,9
925,Cote d'Ivoire Military,4,437,Cote d'Ivoire,1,1,,9,19,2002,11,16,2004,,4,2,200
925,Cote d'Ivoire Military,4,-8,"MPCI, MPIGO, MJP",2,1,,9,19,2002,11,16,2004,,4,1,2500
227,Invasion of Iraq,1,900,Australia,1,,,3,19,2003,5,2,2003,1,6,4,0
227,Invasion of Iraq,1,200,United Kingdom,1,,,3,19,2003,5,2,2003,1,6,4,33
227,Invasion of Iraq,1,2,United States of America,1,,,3,19,2003,5,2,2003,1,6,4,140
227,Invasion of Iraq,1,645,Iraq,2,,,3,19,2003,5,2,2003,0,6,4,7000
482,Iraqi Resistance,3,900,Australia,1,,,5,3,2003,12,31,2007,1,6,5,1
482,Iraqi Resistance,3,2,United States,1,,,5,3,2003,12,31,2007,1,6,5,3985
482,Iraqi Resistance,3,200,United Kingdom,1,,,5,3,2003,12,31,2007,1,6,5,143
482,Iraqi Resistance,3,-8,al-Qaeda & Iraqi resistence,2,,,5,3,2003,12,31,2007,0,6,5,20000
926,Third Philippine-Moro,5,840,Phillippines,1,0,,2,11,2003,7,-9,2003,,7,7,410
926,Third Philippine-Moro,5,-8,MILF & ASG,2,0,,2,11,2003,7,-9,2003,,7,7,590
927,Darfur,5,625,Sudan,1,0,,2,26,2003,12,11,2006,,6,6,-9
927,Darfur,5,-8,SLA & JEM,2,0,,2,26,2003,12,11,2006,,6,6,-9
930,Third Aceh,5,850,Indonesia,1,0,,5,18,2003,11,18,2003,,7,1,150
930,Third Aceh,5,-8,GAM,2,0,,5,18,2003,11,18,2003,,7,2,1400
931,Second Nepal Maoists,4,790,Nepal,1,0,,8,27,2003,4,26,2006,,7,3,1260
931,Second Nepal Maoists,4,-8,CPN,2,0,,8,27,2003,4,26,2006,,7,3,5770
482,Iraqi Resistance,3,210,Netherlands,1,,,3,-9,2004,3,-9,2005,0,6,5,2
482,Iraqi Resistance,3,230,Spain,1,,,3,-9,2004,4,28,2004,0,6,5,11
482,Iraqi Resistance,3,290,Poland,1,,,3,-9,2004,3,31,2006,0,6,5,23
482,Iraqi Resistance,3,325,Italy,1,,,3,-9,2004,12,31,2007,0,6,5,33
482,Iraqi Resistance,3,369,Ukraine,1,,,3,-9,2004,10,-9,2005,0,6,5,18
482,Iraqi Resistance,3,645,Iraq,1,,,6,28,2004,12,31,2007,0,6,5,10800
482,Iraqi Resistance,3,732,Republic of Korea,1,,,9,25,2004,12,31,2007,0,6,5,1
932,Waziristan,5,2,United States,1,1,,2,20,2004,9,5,2006,,7,2,-9
932,Waziristan,5,770,Pakistan,1,1,,2,20,2004,9,5,2006,,7,2,1200
932,Waziristan,5,-8,Waziri tribes,2,1,,2,20,2004,9,5,2006,,7,1,1800
933,Second Nigeria Christian-Muslim,7,-8,Christian Tarok,1,0,,3,-9,2004,9,16,2004,,4,6,-9
933,Second Nigeria Christian-Muslim,7,-8,Muslim Fulani,2,0,,3,-9,2004,9,16,2004,,4,6,-9
935,First Yemeni Cleric,4,679,Yemen,1,0,,6,21,2004,4,8,2005,,6,1,900
935,First Yemeni Cleric,4,-8,Zaidi Muslims,2,0,,6,21,2004,4,8,2005,,6,2,1350
936,Philippine Joint Offensive,5,840,Phillippines,1,0,,1,17,2005,7,11,2006,,7,7,723
936,Philippine Joint Offensive,5,-8,MILF & NPA,2,0,,1,17,2005,7,11,2006,,7,7,2100
937,Fifth Chad,4,483,Chad,1,0,,12,18,2005,12,20,2006,,4,1,100
937,Fifth Chad,4,-8,FUDC,2,0,,12,18,2005,12,20,2006,,4,2,1000
938,Third Somalia,4,520,Somalia,1,1,,3,6,2006,6,1,2008,,4,1,-9
938,Third Somalia,4,530,Ethiopia,1,1,,10,9,2006,6,11,2008,,4,1,-9
938,Third Somalia,4,-8,SCIC,2,1,,3,6,2006,6,1,2008,,4,2,-9
938,Third Somalia,4,531,Eritrea,2,1,,10,19,2006,6,11,2008,,4,2,-9
940,Second Sri Lanka Tamil,5,780,Sri Lanka,1,0,,10,11,2006,12,31,2007,,7,5,-9
940,Second Sri Lanka Tamil,5,-8,LTTE,2,0,,10,11,2006,12,31,2007,,7,5,-9
938,Third Somalia,4,2,United States,1,1,,1,7,2007,6,3,2007,,4,1,-9
941,Second Yemeni Cleric,4,679,Yemen,1,0,,1,29,2007,6,16,2007,,6,6,1500
941,Second Yemeni Cleric,4,-8,Zaidi Muslims,2,0,,1,29,2007,6,16,2007,,6,6,2000
