,WarNum,WarName,WarType,Ccode,Player,Side,Intnl,Unnamed: 7,StartMonth,StartDay,StartYear,EndMonth,EndDay,EndYear,Intiator,WhereFought,Outcome,Death,stateabb,ccode,year,milex,milper,irst,pec,tpop,upop,cinc,version,exact_match,war_sum_milex,war_sum_milper,war_sum_irst,war_sum_pec,war_milex_pct,war_milper_pct,war_irst_pct,war_pect_pct
103244,106,World War I,1,360,Romania,1,,,8,27,1916,12,9,1917,0,2,1,335706,ROM,360,1916,15541,211,0,2018,8845,664,0.0038489,2011,TRUE,7553077,9278,79683,1292901,0.002057572,0.02274197,0,0.001560831
103382,112,Hungarian Adversaries,1,360,Romania,1,,,4,16,1919,8,4,1919,1,2,1,3000,ROM,360,1919,24568,292,25,2518,9722,868,0.0072124,2011,TRUE,55893,469,811,26395,0.439554148,0.622601279,0.030826141,0.095396855
103539,139,World War II,1,360,Romania,2,,,6,22,1941,8,23,1944,0,2,2,290000,ROM,360,1941,-9,-9,288,10213,13550,1103,0.0053087,2011,TRUE,39435138,21672,142953,1972270,-2.28223E-07,-0.000415282,0.002014648,0.005178297
103677,139,World War II,1,360,Romania,1,,,9,9,1944,5,7,1945,0,2,1,10000,ROM,360,1944,-9,975,206,7880,13700,1111,0.0081784,2011,TRUE,39435138,21672,142953,1972270,-2.28223E-07,0.044988926,0.001441033,0.003995396
103857,858,Romania,4,360,Romania,1,0,,12,18,1989,12,26,1989,,2,2,300,ROM,360,1989,1980000,207,14411,137222,23152,6748,0.0081596,2011,TRUE,1980000,207,14411,137222,1,1,1,1
104010,100,First Balkan,1,345,Yugoslavia,1,,,10,17,1912,4,19,1913,1,11,1,15000,YUG,345,1912,1184,31,0,150,3052,128,0.001895,2011,TRUE,15823,360,0,1555,0.074827782,0.086111111,0,0.096463023
104144,103,Second Balkan,1,345,Yugoslavia,1,,,6,30,1913,7,30,1913,0,2,1,18500,YUG,345,1913,1194,32,0,198,3003,138,0.0017763,2011,TRUE,36104,1174,0,3501,0.033071128,0.02725724,0,0.05655527
104278,106,World War I,1,345,Yugoslavia,1,,,7,29,1914,11,11,1918,0,2,1,70000,YUG,345,1914,4156,41,0,262,4023,146,0.0018855,2011,TRUE,7553077,9278,79683,1292901,0.000550239,0.004419056,0,0.000202645
104438,139,World War II,1,345,Yugoslavia,1,,,4,6,1941,4,17,1941,0,2,1,305000,YUG,345,1941,179324,150,211,3160,15724,796,0.0043765,2011,TRUE,39435138,21672,142953,1972270,0.004547315,0.006921373,0.00147601,0.001602215
104620,215,Bosnian Independence,1,345,Yugoslavia,2,,,4,7,1992,5,13,1992,1,2,4,1890,YUG,345,1992,1300000,137,667,26253,10448,2381,0.0023307,2011,TRUE,1861000,240,769,38040,0.698549167,0.570833333,0.867360208,0.690141956
104759,900,Kosovo Independence,5,345,Yugoslavia,1,0,,2,28,1998,3,23,1999,,2,4,400,YUG,345,1998,1585000,105,980,28924,10635,3638,0.0023337,2011,TRUE,1585000,105,980,28924,1,1,1,1
104893,221,War for Kosovo,1,345,Yugoslavia,2,,,3,24,1999,6,10,1999,0,2,2,5000,YUG,345,1999,1654000,105,230,21841,10637,3251,0.0020397,2011,TRUE,437736000,3799,221483,4819375,0.003778533,0.027638852,0.001038454,0.004531915
104907,107,Estonian Liberation,1,366,Estonia,1,,,11,22,1918,1,3,1920,0,2,1,3600,EST,366,1918,3541,16,0,1657,1103,127,0.0006528,2011,TRUE,262273,-2,402,19771,0.013501199,0,0,0.08380962
104953,108,Latvian Liberation,1,366,Estonia,1,,,1,1,1919,1,3,1920,0,2,1,1000,EST,366,1919,3984,16,0,1568,1105,127,0.0008131,2011,TRUE,9126167,8140,22341,358646,0.000436547,0.001965602,0,0.004371999
104998,107,Estonian Liberation,1,375,Finland,1,,,12,30,1918,1,3,1920,0,2,1,150,FIN,375,1918,-9,-9,0,73,2641,184,0.000971,2011,TRUE,262273,-2,402,19771,-3.43154E-05,0,0,0.003692277
105094,680,Finnish Civil War,4,375,Finland,1,1,,1,28,1918,4,30,1918,,2,1,5300,FIN,375,1918,-9,-9,0,73,2641,184,0.000971,2011,TRUE,8778991,7991,14092,189972,-1.02517E-06,-0.001126267,0,0.000384267
105191,677,Russian Civil War,4,375,Finland,2,1,,4,15,1919,4,30,1919,,2,2,50,FIN,375,1919,7642,38,0,102,3130,188,0.0013172,2011,TRUE,23132848,13094,57481,1022283,0.000330353,0.002902093,0,9.97767E-05
105307,142,Russo-Finnish,1,375,Finland,2,,,11,30,1939,3,12,1940,0,2,2,24923,FIN,375,1939,68491,37,77,2175,3700,304,0.0017939,2011,TRUE,68491,37,77,2175,1,1,1,1
105405,139,World War II,1,375,Finland,2,,,6,25,1941,9,19,1944,0,2,2,65000,FIN,375,1941,93832,-9,62,1402,3710,312,0.0013211,2011,TRUE,39435138,21672,142953,1972270,0.002379401,-0.000415282,0.000433709,0.000710856
105477,108,Latvian Liberation,1,367,Latvia,1,,,12,2,1918,2,1,1920,0,2,1,3046,LAT,367,1918,4419,19,0,2398,1596,248,0.0010184,2011,TRUE,9126167,8140,22341,358646,0.000484212,0.002334152,0,0.006686259
105523,109,Russo-Polish,1,290,Poland,1,,,2,14,1919,10,18,1920,0,2,1,40000,POL,290,1919,-9,300,515,31854,24157,1669,0.018781,2011,TRUE,1417690,1850,714,46527,-6.34836E-06,0.162162162,0.721288515,0.684634728
105614,117,Lithuanian-Polish,1,290,Poland,1,,,7,15,1920,12,1,1920,1,2,1,500,POL,290,1920,13545,962,981,35850,26746,1760,0.0271653,2011,TRUE,19057,1012,981,38635,0.710762449,0.950592885,1,0.927915103
105723,139,World War II,1,290,Poland,1,,,9,1,1939,9,27,1939,0,2,1,320000,POL,290,1939,968472,275,504,23882,35486,3914,0.0183111,2011,TRUE,39435138,21672,142953,1972270,0.024558606,0.012689184,0.003525634,0.01210889
105814,721,Polish Ukrainians,5,290,Poland,1,1,,5,8,1945,11,18,1947,,2,1,11000,POL,290,1945,1789566,197,488,20479,24182,3187,0.0097796,2011,TRUE,1789566,197,488,20479,1,1,1,1
105963,482,Iraqi Resistance,3,290,Poland,1,,,3,-9,2004,3,31,2006,0,6,5,23,POL,290,2004,4605000,152,10593,173704,38225,6350,0.0069398,2011,TRUE,122244991,1343,123216,1684417,0.037670255,0.113179449,0.085970978,0.103124108
105973,112,Hungarian Adversaries,1,315,Czechoslovakia,1,,,4,26,1919,8,4,1919,0,2,1,2000,CZE,315,1919,21741,150,786,20823,13398,929,0.0105942,2011,TRUE,55893,469,811,26395,0.388975364,0.319829424,0.969173859,0.788899413
106044,117,Lithuanian-Polish,1,368,Lithuania,2,,,7,15,1920,12,1,1920,0,2,2,500,LIT,368,1920,5512,50,0,2785,2078,0,0.0014884,2011,TRUE,19057,1012,981,38635,0.289237551,0.049407115,0,0.072084897
106184,148,Arab-Israeli,1,645,Iraq,2,,,5,15,1948,10,31,1948,0,6,2,500,IRQ,645,1948,17574,31,0,210,4935,625,0.001297,2011,TRUE,121931,199,0,3249,0.144130697,0.155778894,0,0.064635272
106276,747,Iraq-Shammar,4,645,Iraq,1,0,,3,6,1959,3,10,1959,,6,1,-9,IRQ,645,1959,100252,57,0,3507,6682,1502,0.0017597,2011,TRUE,100252,57,0,3507,1,1,0,1
106359,752,First Iraqi Kurd,5,645,Iraq,1,0,,9,11,1961,11,22,1963,,6,6,500,IRQ,645,1961,125455,90,0,4268,7098,1766,0.0021218,2011,TRUE,125455,90,0,4268,1,1,0,1
106444,765,Second Iraqi Kurds,5,645,Iraq,1,0,,4,3,1965,6,21,1966,,6,3,500,IRQ,645,1965,226827,90,0,11380,8047,2373,0.0024435,2011,TRUE,226827,90,0,11380,1,1,0,1
106529,777,Third Iraqi Kurds,5,645,Iraq,1,0,,1,3,1969,3,11,1970,,6,3,800,IRQ,645,1969,298236,90,0,6533,9149,3122,0.0022238,2011,TRUE,298236,90,0,6533,1,1,0,1
106614,181,Yom Kippur War,1,645,Iraq,2,,,10,6,1973,10,24,1973,0,6,2,278,IRQ,645,1973,658068,105,0,8342,10413,4860,0.0027432,2011,TRUE,8812100,885,414,81021,0.074677773,0.118644068,0,0.102960961
106696,797,Fourth Iraqi Kurds,5,645,Iraq,1,1,,3,18,1974,4,3,1975,,6,1,7000,IRQ,645,1974,1429055,110,0,8517,10765,5388,0.0031538,2011,TRUE,6087135,420,1300,77044,0.234766438,0.261904762,0,0.11054722
106783,199,Iran-Iraq,1,645,Iraq,2,,,9,22,1980,8,20,1988,1,6,6,500000,IRQ,645,1980,3386780,430,260,16665,13238,8555,0.0059016,2011,TRUE,6773687,735,825,81527,0.499990625,0.585034014,0.315151515,0.204410809
106869,840,Fifth Iraqi  Kurds,5,645,Iraq,1,1,,1,-9,1985,9,6,1988,,6,1,-9,IRQ,645,1985,12870000,788,0,25244,15585,11195,0.0100262,2011,TRUE,26961000,1133,764,103997,0.477356181,0.695498676,0,0.242737771
106955,211,Gulf War,1,645,Iraq,2,,,8,2,1990,4,11,1991,1,6,2,40000,IRQ,645,1990,8610000,1390,0,32036,18078,13294,0.012605,2011,TRUE,442916070,6255,157888,4430839,0.019439349,0.222222222,0,0.007230233
107037,862,Shiite and Kurdish,5,645,Iraq,1,0,,3,1,1991,3,31,1991,,6,1,-9,IRQ,645,1991,12900000,475,0,25139,18514,13650,0.0083689,2011,TRUE,12900000,475,0,25139,1,1,0,1
107123,893,Sixth Iraqi Kurds,5,645,Iraq,1,0,,8,31,1996,10,23,1996,,6,6,-9,IRQ,645,1996,1277000,450,0,42507,20607,15492,0.0062988,2011,TRUE,1277000,450,0,42507,1,1,0,1
107211,227,Invasion of Iraq,1,645,Iraq,2,,,3,19,2003,5,2,2003,0,6,4,7000,IRQ,645,2003,-9,389,0,45829,25960,11673,0.0066403,2011,TRUE,460442991,2083,114489,3840853,-1.95464E-08,0.18674988,0,0.011931985
107293,482,Iraqi Resistance,3,645,Iraq,1,,,6,28,2004,12,31,2007,0,6,5,10800,IRQ,645,2004,-9,284,0,44593,26674,12008,0.0056035,2011,TRUE,122244991,1343,123216,1684417,-7.36226E-08,0.211466865,0,0.026473848
107304,708,Ikhwan Revolt,4,670,Saudi Arabia,1,0,,3,30,1929,1,10,1930,,6,1,500,SAU,670,1929,-9,4,0,0,2011,0,0.0004262,2011,TRUE,-9,4,0,0,0,1,0,0
107395,125,Saudi-Yemeni,1,670,Saudi Arabia,1,,,3,20,1934,5,13,1934,1,6,1,100,SAU,670,1934,-9,4,0,6,2246,101,0.0005336,2011,TRUE,-18,22,0,6,0,0.181818182,0,1
107520,181,Yom Kippur War,1,670,Saudi Arabia,2,,,10,10,1973,10,24,1973,0,6,2,100,SAU,670,1973,1304912,75,0,44652,6557,1954,0.002764,2011,TRUE,8812100,885,414,81021,0.148081842,0.084745763,0,0.551116377
107624,211,Gulf War,1,670,Saudi Arabia,1,,,1,16,1991,4,11,1991,0,6,1,44,SAU,670,1991,35500000,191,1850,247069,16545,6339,0.0133136,2011,TRUE,442916070,6255,157888,4430839,0.080150625,0.030535572,0.011717167,0.055761223
107654,125,Saudi-Yemeni,1,678,Yemen Arab Republic,2,,,3,20,1934,5,13,1934,0,6,2,2000,YAR,678,1934,-9,18,0,0,2648,0,0.0008934,2011,TRUE,-18,22,0,6,0,0.818181818,0,0
107747,755,North Yemen,4,678,Yemen Arab Republic,1,1,,11,15,1962,9,3,1969,,6,1,-9,YAR,678,1962,5000,2,0,20,4224,0,0.0002526,2011,TRUE,5000,2,0,20,1,1,0,1
107794,136,Nomonhan,1,712,Mongolia,1,,,5,11,1939,9,16,1939,0,7,1,3000,MON,712,1939,-9,2,0,40,742,0,0.0001358,2011,TRUE,1699961,959,6696,60256,-5.29424E-06,0.002085506,0,0.000663834
107892,139,World War II,1,712,Mongolia,1,,,8,10,1945,8,14,1945,0,7,1,3000,MON,712,1945,-9,80,0,29,754,0,0.0004061,2011,TRUE,39435138,21672,142953,1972270,-2.28223E-07,0.003691399,0,1.47039E-05
107979,139,World War II,1,20,Canada,1,,,9,10,1939,8,14,1945,0,2,1,41992,CAN,20,1939,125700,6,1407,40964,11267,2589,0.0090911,2011,TRUE,39435138,21672,142953,1972270,0.003187513,0.000276855,0.009842396,0.020769976
108083,151,Korean,1,20,Canada,1,,,12,19,1950,7,27,1953,0,7,6,309,CAN,20,1950,447964,45,3070,60887,13737,3186,0.0126052,2011,TRUE,23376515,8330,124959,1700195,0.019162993,0.005402161,0.024568058,0.035811775
108217,211,Gulf War,1,20,Canada,1,,,1,16,1991,4,11,1991,0,6,1,0,CAN,20,1991,11420000,86,12987,282095,28031,10455,0.0116946,2011,TRUE,442916070,6255,157888,4430839,0.025783666,0.013749001,0.08225451,0.063666272
108320,225,Invasion of Afghanistan,1,20,Canada,1,,,11,15,2001,12,22,2001,0,7,4,0,CAN,20,2001,7745000,57,15276,352264,31021,12323,0.0107704,2011,TRUE,404730000,1952,145299,4358395,0.019136214,0.02920082,0.105134929,0.080824248
108413,481,Afghan Resistance,3,20,Canada,1,,,12,23,2001,12,31,2007,1,7,5,88,CAN,20,2001,7745000,57,15276,352264,31021,12323,0.0107704,2011,TRUE,109267000,892,99998,1654837,0.070881419,0.063901345,0.152763055,0.212869304
108444,139,World War II,1,900,Australia,1,,,9,3,1939,8,14,1945,0,16,1,33826,AUL,900,1939,67076,8,1202,18040,6968,3336,0.0067231,2011,TRUE,39435138,21672,142953,1972270,0.00170092,0.00036914,0.008408358,0.009146821
108548,151,Korean,1,900,Australia,1,,,12,10,1950,7,27,1953,0,7,6,291,AUL,900,1950,169340,38,1275,17156,8179,4343,0.0068384,2011,TRUE,23376515,8330,124959,1700195,0.007244022,0.004561825,0.010203347,0.010090607
108656,163,"Vietnam War, Phase 2",1,900,Australia,2,,,2,7,1965,12,20,1972,0,7,2,494,AUL,900,1965,698889,53,5213,48968,11388,6910,0.0072816,2011,TRUE,53339760,3854,124761,1781471,0.01310259,0.013751946,0.041783891,0.027487397
108776,870,Second Somalia,4,900,Australia,1,1,,12,13,1992,3,1,1995,,4,3,-9,AUL,900,1992,7200000,68,6802,147133,17489,12507,0.0076754,2011,TRUE,352628891,3664,134885,3575690,0.020418066,0.018558952,0.050428142,0.041148142
108878,225,Invasion of Afghanistan,1,900,Australia,1,,,10,17,2001,12,22,2001,0,7,4,0,AUL,900,2001,6752000,51,7033,183942,19413,14414,0.0069085,2011,TRUE,404730000,1952,145299,4358395,0.016682727,0.026127049,0.048403637,0.042204068
108971,481,Afghan Resistance,3,900,Australia,1,,,12,23,2001,12,31,2007,1,7,5,6,AUL,900,2001,6752000,51,7033,183942,19413,14414,0.0069085,2011,TRUE,109267000,892,99998,1654837,0.061793588,0.057174888,0.070331407,0.11115415
109066,227,Invasion of Iraq,1,900,Australia,1,,,3,19,2003,5,2,2003,1,6,4,0,AUL,900,2003,12212000,54,7544,183933,19953,13307,0.007533,2011,TRUE,460442991,2083,114489,3840853,0.026522284,0.025924148,0.065892793,0.047888581
109159,482,Iraqi Resistance,3,900,Australia,1,,,5,3,2003,12,31,2007,1,6,5,1,AUL,900,2003,12212000,54,7544,183933,19953,13307,0.007533,2011,TRUE,122244991,1343,123216,1684417,0.099897754,0.040208488,0.061225815,0.109196832
109188,139,World War II,1,920,New Zealand,1,,,9,3,1939,8,14,1945,0,16,1,12200,NEW,920,1939,7080,1,0,1921,1642,352,0.0006537,2011,TRUE,39435138,21672,142953,1972270,0.000179535,4.61425E-05,0,0.000974005
109281,139,World War II,1,560,South Africa,1,,,9,6,1939,8,14,1945,0,4,1,8700,SAF,560,1939,8322,5,368,19640,10170,1344,0.0043412,2011,TRUE,39435138,21672,142953,1972270,0.00021103,0.000230712,0.002574273,0.009958069
109410,186,War over Angola,1,560,South Africa,2,,,10,23,1975,2,12,1976,1,4,4,100,SAF,560,1975,1247438,50,6570,100198,25669,6771,0.0068328,2011,TRUE,1867242,255,6873,128040,0.66806445,0.196078431,0.955914448,0.782552327
109503,473,Namibian,2,560,South Africa,1,,,10,17,1975,12,13,1988,1,4,2,1100,SAF,560,1975,1247438,50,6570,100198,25669,6771,0.0068328,2011,TRUE,1247438,50,6570,100198,1,1,1,1
109597,804,Angolan Control,4,560,South Africa,2,1,,2,13,1976,6,-9,1989,,4,3,800,SAF,560,1976,1445492,59,7137,104062,26347,7053,0.0069834,2011,TRUE,1445474,219,7392,123666,1.000012453,0.269406393,0.965503247,0.841476234
109669,139,World War II,1,385,Norway,1,,,4,9,1940,6,9,1940,0,2,1,3000,NOR,385,1940,89338,4,69,3633,2963,307,0.0012623,2011,TRUE,39435138,21672,142953,1972270,0.002265442,0.00018457,0.000482676,0.00184204
109791,145,Franco-Thai,1,800,Thailand,1,,,12,1,1940,1,28,1941,1,7,1,700,THI,800,1940,10514,-9,0,4,15513,1372,0.0033143,2011,TRUE,5718276,4991,4413,56955,0.001838666,-0.001803246,0,7.02309E-05
109928,151,Korean,1,800,Thailand,1,,,1,20,1951,7,27,1953,0,7,6,114,THI,800,1951,21557,44,0,18,20224,1822,0.003081,2011,TRUE,23376515,8330,124959,1700195,0.000922165,0.005282113,0,1.0587E-05
110070,163,"Vietnam War, Phase 2",1,800,Thailand,2,,,10,1,1967,1,28,1973,0,7,2,351,THI,800,1967,124106,151,3,3220,32996,2163,0.003473,2011,TRUE,53339760,3854,124761,1781471,0.002326707,0.039180073,2.4046E-05,0.001807495
110199,170,"Second Laotian, Phase 2",1,800,Thailand,2,,,3,17,1970,4,17,1973,0,7,2,-9,THI,800,1970,239019,175,40,14546,36370,2313,0.0038904,2011,TRUE,81511019,4234,119552,2108894,0.002932352,0.041332074,0.000334582,0.006897454
110327,787,Communist Insurgency,4,800,Thailand,1,0,,1,-9,1972,10,15,1973,,7,6,1500,THI,800,1972,275865,205,182,19979,38592,2495,0.0042301,2011,TRUE,275865,205,182,19979,1,1,1,1
110433,733,South Moluccas,5,850,Indonesia,1,0,,5,31,1950,11,3,1950,,7,1,-9,INS,850,1950,406850,600,0,12985,79538,5731,0.0179285,2011,TRUE,406850,600,0,12985,1,1,0,1
110500,738,Indonesia Darul Islam,4,850,Indonesia,1,0,,9,20,1953,11,23,1953,,7,1,1700,INS,850,1953,333333,100,0,17549,83362,5738,0.0114027,2011,TRUE,333333,100,0,17549,1,1,0,1
110567,742,Indonesian Leftists,4,850,Indonesia,1,0,,12,15,1956,6,4,1962,,7,1,3700,INS,850,1956,383275,248,0,19343,88326,7054,0.0123795,2011,TRUE,383275,248,0,19343,1,1,0,1
110640,767,First West Papua,5,850,Indonesia,1,0,,7,26,1965,7,17,1969,,7,6,-9,INS,850,1965,151000,351,0,19971,105708,12204,0.0125717,2011,TRUE,151000,351,0,19971,1,1,0,1
110714,472,"East Timorese, Phase 2",3,850,Indonesia,1,,,10,16,1975,7,17,1976,1,7,4,12500,INS,850,1975,1195180,260,130,59275,130504,15411,0.0118299,2011,TRUE,1195180,260,130,59275,1,1,1,1
110779,802,Second West Papua,5,850,Indonesia,1,0,,1,1,1976,4,14,1978,,7,6,100,INS,850,1976,1404819,257,139,60412,133532,16214,0.0119113,2011,TRUE,1404819,257,139,60412,1,1,1,1
110843,806,East Timorese War Phase 3,5,850,Indonesia,1,0,,7,18,1976,5,26,1979,,7,1,1800,INS,850,1976,1404819,257,139,60412,133532,16214,0.0119113,2011,TRUE,1404819,257,139,60412,1,1,1,1
110920,853,First Aceh,5,850,Indonesia,1,0,,6,-9,1989,6,-9,1991,,7,1,-9,INS,850,1989,1593000,285,2383,118307,179136,23288,0.0130354,2011,TRUE,1593000,285,2383,118307,1,1,1,1
110994,912,Second Aceh,5,850,Indonesia,1,0,,5,3,1999,12,9,2002,,7,3,330,INS,850,1999,1502000,296,2891,159883,209255,45540,0.0149957,2011,TRUE,1502000,296,2891,159883,1,1,1,1
111062,930,Third Aceh,5,850,Indonesia,1,0,,5,18,2003,11,18,2003,,7,1,150,INS,850,2003,7229000,302,2042,205792,218146,29008,0.0148465,2011,TRUE,7229000,302,2042,205792,1,1,1,1
111072,147,First Kashmir,1,750,India,1,,,10,26,1947,1,1,1949,1,7,6,2500,IND,750,1947,218680,311,1277,33752,344367,19740,0.0528381,2011,TRUE,218680,586,1277,33758,1,0.530716724,1,0.999822264
111139,461,Indo-Hyderabad,3,750,India,1,,,9,13,1948,9,17,1948,1,7,1,10,IND,750,1948,275196,321,1277,34071,349430,20631,0.0524505,2011,TRUE,275196,321,1277,34071,1,1,1,1
111219,160,Assam,1,750,India,2,,,10,20,1962,11,22,1962,0,7,2,1353,IND,750,1962,909968,800,5149,53233,452212,38268,0.0491182,2011,TRUE,909968,800,5149,53233,1,1,1,1
111288,166,Second Kashmir,1,750,India,2,,,8,5,1965,9,23,1965,0,7,2,3261,IND,750,1965,1804170,1220,6470,63354,482530,38734,0.0520336,2011,TRUE,2232682,1497,6483,72039,0.808072981,0.81496326,0.997994756,0.879440303
111359,778,Naxalite Rebellion,5,750,India,1,0,,2,-9,1970,11,-9,1971,,7,1,100,IND,750,1970,1507870,1550,6286,148963,554911,43068,0.0523158,2011,TRUE,1507870,1550,6286,148963,1,1,1,1
111426,178,Bangladesh,1,750,India,1,,,12,3,1971,12,17,1971,0,7,1,3241,IND,750,1971,1924810,1560,6376,153174,551226,46779,0.0526029,2011,TRUE,2652025,1964,6476,153165,0.725788784,0.794297352,0.984558369,1.00005876
111505,837,Indian Golden Temple,5,750,India,1,0,,6,1,1984,7,30,1984,,7,6,-9,IND,750,1984,6907034,1120,10348,276998,734872,89909,0.0544874,2011,TRUE,6907034,1120,10348,276998,1,1,1,1
111574,835,First Sri Lanka Tamil,5,750,India,1,1,,7,25,1987,5,24,1990,,7,3,1155,IND,750,1987,9650000,1260,12262,346548,783730,103214,0.057612,2011,TRUE,9727667,1276,12262,352830,0.992015866,0.987460815,1,0.982195392
111643,861,Kashmir Insurgents,5,750,India,1,0,,9,19,1990,10,8,2005,,7,7,6000,IND,750,1990,10100000,1260,16479,420570,834697,117059,0.0597824,2011,TRUE,10100000,1260,16479,420570,1,1,1,1
111718,223,Kargil War,1,750,India,1,,,5,8,1999,7,17,1999,0,7,1,474,IND,750,1999,13895000,1300,24296,651232,998056,161743,0.0679565,2011,TRUE,17418000,1890,25196,710100,0.797737972,0.687830688,0.964280044,0.917099
111732,147,First Kashmir,1,770,Pakistan,2,,,10,26,1947,1,1,1949,0,7,6,1000,PAK,770,1947,0,275,0,6,70050,3054,0.0114418,2011,TRUE,218680,586,1277,33758,0,0.469283276,0,0.000177736
111816,166,Second Kashmir,1,770,Pakistan,1,,,8,5,1965,9,23,1965,1,7,1,3800,PAK,770,1965,428512,277,13,8685,113061,8217,0.0111278,2011,TRUE,2232682,1497,6483,72039,0.191927019,0.18503674,0.002005244,0.120559697
111888,178,Bangladesh,1,770,Pakistan,2,,,12,3,1971,12,17,1971,1,7,2,7982,PAK,770,1971,727215,404,100,-9,62425,9219,0.0098727,2011,TRUE,2652025,1964,6476,153165,0.274211216,0.205702648,0.015441631,-5.87602E-05
111954,782,Pakistan-Bengal,5,770,Pakistan,1,0,,3,25,1971,12,2,1971,,7,4,2500,PAK,770,1971,727215,404,100,-9,62425,9219,0.0098727,2011,TRUE,727215,404,100,-9,1,1,1,0
112022,792,Baluchi Separatists,5,770,Pakistan,1,0,,1,23,1973,7,-9,1977,,7,1,3300,PAK,770,1973,469782,466,0,16730,66879,10925,0.0089288,2011,TRUE,469782,466,0,16730,1,1,0,1
112107,870,Second Somalia,4,770,Pakistan,1,1,,12,13,1992,3,1,1995,,4,3,24,PAK,770,1992,3600000,580,853,45950,119229,21438,0.0119537,2011,TRUE,352628891,3664,134885,3575690,0.010209033,0.158296943,0.006323906,0.012850667
112180,223,Kargil War,1,770,Pakistan,2,,,5,8,1999,7,17,1999,1,7,2,698,PAK,770,1999,3523000,590,900,58868,152331,32208,0.0132955,2011,TRUE,17418000,1890,25196,710100,0.202262028,0.312169312,0.035719956,0.082901
112251,932,Waziristan,5,770,Pakistan,1,1,,2,20,2004,9,5,2006,,7,2,1200,PAK,770,2004,3338000,620,1145,89139,155151,31743,0.013862,2011,TRUE,3338000,620,1145,89139,1,1,1,1
112313,148,Arab-Israeli,1,666,Israel,1,,,5,15,1948,1,7,1949,0,6,1,3000,ISR,666,1948,44444,85,0,32,873,244,0.0014135,2011,TRUE,121931,199,0,3249,0.364501234,0.427135678,0,0.009849184
112386,155,Sinai War,1,666,Israel,1,,,10,29,1956,11,6,1956,1,6,1,189,ISR,666,1956,52814,75,12,1507,1824,668,0.0011856,2011,TRUE,8471794,1785,34406,347837,0.006234099,0.042016807,0.000348776,0.004332489
112462,169,Six Day War,1,666,Israel,1,,,6,5,1967,6,10,1967,1,6,1,1000,ISR,666,1967,491616,75,84,7214,2715,809,0.0015568,2011,TRUE,1257777,435,287,17467,0.390861019,0.172413793,0.292682927,0.413007385
112529,172,War of Attrition,1,666,Israel,1,,,3,6,1969,8,7,1970,0,6,6,368,ISR,666,1969,680798,100,120,8365,2884,994,0.0018128,2011,TRUE,1655959,330,424,15374,0.411120082,0.303030303,0.283018868,0.544100429
112598,181,Yom Kippur War,1,666,Israel,1,,,10,6,1973,10,24,1973,0,6,1,2838,ISR,666,1973,3121718,130,120,11321,3278,1358,0.0032919,2011,TRUE,8812100,885,414,81021,0.354253583,0.146892655,0.289855072,0.139729206
112668,807,Third Lebanese,7,666,Israel,1,1,,3,14,1978,10,4,1978,,6,6,-9,ISR,666,1978,2843613,179,90,13011,3693,1546,0.0027336,2011,TRUE,4008708,399,90,19185,0.709358976,0.448621554,1,0.678186083
112737,205,War over Lebanon,1,666,Israel,1,,,4,21,1982,9,15,1982,1,6,6,455,ISR,666,1982,8241308,205,120,14309,4027,1798,0.0037562,2011,TRUE,10789914,505,120,28077,0.763797376,0.405940594,1,0.50963422
112820,480,Al Aqsa Intifada,2,666,Israel,1,,,9,28,2000,9,9,2003,0,6,1,900,ISR,666,2000,9509000,172,280,30634,6217,2748,0.0040539,2011,TRUE,9509000,172,280,30634,1,1,1,1
112835,148,Arab-Israeli,1,652,Syria,2,,,5,15,1948,10,31,1948,0,6,2,1000,SYR,652,1948,12372,8,0,7,3068,647,0.000855,2011,TRUE,121931,199,0,3249,0.101467223,0.040201005,0,0.002154509
112917,169,Six Day War,1,652,Syria,2,,,6,5,1967,6,10,1967,0,6,2,2500,SYR,652,1967,95812,80,0,83,5680,1711,0.0013999,2011,TRUE,1257777,435,287,17467,0.076175665,0.183908046,0,0.004751818
112985,780,Black September,4,652,Syria,2,1,,9,20,1970,9,23,1970,,6,2,100,SYR,652,1970,175393,75,0,2936,6305,1952,0.0014586,2011,TRUE,272845,145,0,3621,0.642830178,0.517241379,0,0.810825739
113053,181,Yom Kippur War,1,652,Syria,2,,,10,6,1973,10,24,1973,1,6,2,3500,SYR,652,1973,388408,115,0,3369,6908,2161,0.0018107,2011,TRUE,8812100,885,414,81021,0.044076667,0.129943503,0,0.041581812
113121,801,Second Lebanese,7,652,Syria,1,1,,5,31,1976,11,15,1976,,6,3,500,SYR,652,1976,957844,240,0,4866,7627,2372,0.0027841,2011,TRUE,957844,240,0,4866,1,1,0,1
113188,807,Third Lebanese,7,652,Syria,2,1,,2,1,1978,10,4,1978,,6,6,800,SYR,652,1978,1165095,220,0,6174,8148,2516,0.002661,2011,TRUE,4008708,399,90,19185,0.290641024,0.551378446,0,0.321813917
113256,825,Hama,4,652,Syria,1,0,,11,-9,1981,2,23,1982,,6,1,1000,SYR,652,1981,2459087,270,0,13347,9053,2948,0.0032967,2011,TRUE,2459087,270,0,13347,1,1,0,1
113322,205,War over Lebanon,1,652,Syria,2,,,4,21,1982,9,15,1982,0,6,6,1200,SYR,652,1982,2548606,300,0,13768,9295,2824,0.0034186,2011,TRUE,10789914,505,120,28077,0.236202624,0.594059406,0,0.49036578
